tconst,original_country,poster_url,title,overview,release_date,genres,type,youtube_url,averageRating,numVotes
tt11138512,US,https://image.tmdb.org/t/p/w500/aHUGeJfC7xJkliJK5ivjKrhKBZf.jpg,The Northman,"En Islande, le jeune prince Amleth vient tout juste de devenir un homme quand son père est brutalement assassiné par son oncle qui s'empare alors de la mère du garçon. Amleth fuit son royaume insulaire en barque, en jurant de se venger. Deux décennies plus tard, devenu un berserkr, un guerrier viking capable d'entrer dans une fureur bestiale, Amleth revient en se faisant passer pour un esclave afin d'accomplir son vœu : secourir sa mère, tuer son oncle et venger son père.",2022-04-07,"Action,Adventure,Drama",Trailer,https://www.youtube.com/watch?v=rcOKL69bKpQ,7.0,298602
tt0486655,"GB, US",https://image.tmdb.org/t/p/w500/anX0GxSNBO2TW04qbI15r0wNdrW.jpg,"Stardust, le mystère de l'étoile","Il était une fois un petit village anglais si tranquille qu'on aurait pu le croire endormi. Niché au creux d'une vallée, il devait son nom inhabituel ""Wall"" au mur d'enceinte qui depuis des siècles dissuadait ses habitants de s'aventurer dans le royaume voisin, peuplé de lutins, sorcières, pirates volants et autres engeances malfaisantes. Un jour, un candide jeune homme, Tristan, qui convoitait la plus jolie fille de Wall, s'engagea à lui rapporter en gage de son amour : une étoile tombée du ciel. Pour honorer sa promesse, il fit ce que personne n'avait encore osé : il escalada le mur interdit et pénétra dans le royaume magique de Stormhold...",2007-08-10,"Adventure,Fantasy,Romance",Trailer,https://www.youtube.com/watch?v=KQNbp-d-3Rs,7.6,298258
tt2005151,US,https://image.tmdb.org/t/p/w500/3QsSKLq6yewtII9wx3yWVU92rxs.jpg,War Dogs,"Deux amis âgés d’une vingtaine d’années, vivant à Miami pendant la guerre en Irak, profitent d’un dispositif du gouvernement fédéral totalement méconnu, permettant à de petites entreprises de répondre à des appels d’offres de l’armée américaine. Si leurs débuts sont modestes, ils ne tardent pas à empocher de grosses sommes d’argent et à mener la grande vie. Mais les deux amis sont totalement dépassés par les événements lorsqu’ils décrochent un contrat de 300 millions de dollars destiné à armer les soldats afghans. Car, pour honorer leurs obligations, ils doivent entrer en contact avec des individus très peu recommandables et qu'il ne vaut pas mieux entourlouper… dont certains font partie du gouvernement américain…",2016-08-18,"Biography,Comedy,Crime",Trailer,https://www.youtube.com/watch?v=Lvz86X-l1sM,7.1,297478
tt2953050,US,https://image.tmdb.org/t/p/w500/vkrAGbjK6TRMrAW5Gq0SmNPOAoc.jpg,"Encanto, la fantastique famille Madrigal","Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux appelé Encanto. L’Encanto a doté chacun des enfants de la famille d’une faculté magique allant d’une force surhumaine au pouvoir de guérison. Seule Mirabel n’a reçu aucun don particulier. Mais lorsque la magie de l’Encanto se trouve menacée, la seule enfant ordinaire de cette famille extraordinaire va peut-être se révéler leur unique espoir…",2021-10-13,"Animation,Comedy,Family",Trailer,https://www.youtube.com/watch?v=zFigV4UeRnw,7.2,296151
tt3228774,US,https://image.tmdb.org/t/p/w500/iXZUPOlWwifW73ObGoSCvZ5qVSQ.jpg,Cruella,"Londres, années 70, en plein mouvement punk rock. Escroc pleine de talent, Estella est résolue à se faire un nom dans le milieu de la mode. Elle se lie d’amitié avec deux jeunes vauriens qui apprécient ses compétences d’arnaqueuse et mène avec eux une existence criminelle dans les rues de Londres. Un jour, ses créations se font remarquer par la baronne von Hellman, une grande figure de la mode, terriblement chic et horriblement snob. Mais leur relation va déclencher une série de révélations qui amèneront Estella à se laisser envahir par sa part sombre, au point de donner naissance à l’impitoyable Cruella, une brillante jeune femme assoiffée de mode et de vengeance…",2021-05-26,"Adventure,Comedy,Crime",Teaser,https://www.youtube.com/watch?v=Y3RSkiZFmG8,7.3,295417
tt11813216,"GB, US",https://image.tmdb.org/t/p/w500/5Y0AINkH7xDqmuxJXUQdPbtyrub.jpg,Les Banshees d'Inisherin,"Sur Inisherin - une île de la côte ouest de l'Irlande - deux compères de toujours, Pádraic et Colm, se retrouvent dans une impasse lorsque Colm décide du jour au lendemain de mettre fin à leur amitié. Déboussolé et dévasté, Pádraic tente de raviver leur relation avec le soutien de sa sœur Siobhán alors qu’elle-même - tout comme Dominic, le fils du policier local - est en proie à ses propres doutes vis-à-vis de la petite communauté insulaire. Mais lorsqu’en retour Colm pose un horrible ultimatum afin de bien faire comprendre ses intentions, les événements commencent à s'envenimer.",2022-10-20,"Comedy,Drama",Trailer,https://www.youtube.com/watch?v=V4gQdk1nAn0,7.6,295157
tt0215750,"US, IE, GB",https://image.tmdb.org/t/p/w500/fnlyfRaAnOlLeQoYNH9agyu4Ues.jpg,Stalingrad,"Durant la Seconde Guerre mondiale, en septembre 1942, Hitler envisage d'envahir Stalingrad, ville clé de l'URSS qui le sépare de la victoire totale sur l'Europe. Les Russes se préparent à la défensive. Un héros aiderait à motiver les troupes. Entre alors en jeu Vassili Zaïtsev, un jeune tireur d'élite de l'Armée rouge. Doué d'une stupéfiante adresse au tir, il est remarqué par un commissaire au peuple, Ivan Danilov. Les deux jeunes gens deviennent amis. Ranimer la flamme de l'héroïsme, redonner aux soldats décimés la force de lutter contre l'implacable machine de guerre allemande, telle est la mission de Danilov. Celui-ci fait de Vassili le héros de sa propagande. Dans le camp ennemi, l'état-major dépêche son meilleur tireur d'élite, le Major König, pour abattre celui qui est devenu le symbole de l'indomptable résistance russe.",2001-02-28,"Action,Drama,War",Behind the Scenes,https://www.youtube.com/watch?v=KUYX-ptIvTU,7.5,293018
tt6718170,US,https://image.tmdb.org/t/p/w500/ahMxyHMSJXingQr4yJBMzMU9k42.jpg,"Super Mario Bros., le film","Alors qu’ils tentent de réparer une canalisation souterraine, Mario et son frère Luigi, tous deux plombiers, se retrouvent plongés dans un nouvel univers féerique à travers un mystérieux conduit. Mais lorsque les deux frères sont séparés, Mario s’engage dans une aventure trépidante pour retrouver Luigi. Dans sa quête, il peut compter sur l’aide du champignon Toad, habitant du Royaume Champignon, et les conseils avisés, en matière de techniques de combat, de la Princesse Peach, guerrière déterminée à la tête du Royaume. C’est ainsi que Mario réussit à mobiliser ses propres forces pour aller au bout de sa mission.",2023-04-05,"Adventure,Animation,Comedy",Trailer,https://www.youtube.com/watch?v=MNXRV-OspoY,7.0,292582
tt0309698,US,https://image.tmdb.org/t/p/w500/jSSgqRcLaDLh56t5ko1ywAKq0q9.jpg,Identity,"Surpris par un orage, dix personnes se retrouvent par hasard au Golden Palm Hotel, un motel situé en plein désert. Au cours de la nuit, ils se font assassiner les uns après les autres. Pour les survivants, c'est le début d'un terrible cauchemar, chacun soupçonnant l'autre. Peu à peu, ils s'aperçoivent qu'ils ont tous quelque chose en commun. Ils vont devoir chercher, dans la personnalité et la vie de chacun, le mobile du tueur et par déduction trouver l'assassin.",2003-04-25,"Mystery,Thriller",Teaser,https://www.youtube.com/watch?v=Gb-eDBGUvYQ,7.3,292099
tt1855199,US,https://image.tmdb.org/t/p/w500/tdD47kPosNyKqoQ0ioVV91uBZ6Y.jpg,End of Watch,"Chaque jour, Brian Taylor et Mike Zavala, jeunes officiers de police, patrouillent dans les rues les plus dangereuses de Los Angeles. À travers les images filmées sur le vif, on découvre leur quotidien sous un angle jamais vu. Du danger partagé qui forge la fraternité à la peur et aux montées d’adrénaline, c’est une fascinante plongée au cœur de leur vie et d’un quartier, une histoire puissante sur l’amitié, la famille, l’honneur et le courage.",2012-09-20,"Action,Crime,Drama",Teaser,https://www.youtube.com/watch?v=eO9N70mqExk,7.6,291698
tt4846340,US,https://image.tmdb.org/t/p/w500/A7sbYhUGBYSycTfhj2CV4mz7Fuk.jpg,Les Figures de l'ombre,"L’histoire de Katherine Johnson, Dorothy Vaughn et Mary Jackson, les cerveaux derrière le premier voyage spatial habité réussi par les Américains en 1962. Ces trois Afro‐Américaines travaillaient pour la NASA et ont permis à l’astronaute John Glenn de réaliser son premier vol en orbite, tout juste 10 mois après le Russe Yuri Gagarine. Cet exploit a redonné confiance à l’Amérique et a relancé la course à l’espace entre les deux grandes puissances politiques de l’époque. Le trio visionnaire a su surpasser les questions raciales et de genre et a jeté les bases du programme spatial qui a abouti à la vision de Kennedy du premier homme sur la Lune.",2016-12-10,"Biography,Drama,History",Trailer,https://www.youtube.com/watch?v=RqoVqZXEpgc,7.8,288355
tt0363547,US,https://image.tmdb.org/t/p/w500/oatykAWUZ0g2EaiNPjfZTDks8Tj.jpg,L'Armée des Morts,"Personne ne peut expliquer comment tout cela est arrivé, mais ce matin, le monde n'est plus qu'un immense cauchemar. La population de la planète se résume désormais à une horde de morts vivants assoiffés de sang et lancés à la poursuite des derniers êtres humains encore en vie. Après avoir miraculeusement réussi à s'échapper de son quartier, Ana Clark se barricade avec un petit groupe de survivants dans un centre commercial. André et sa femme enceinte, Michael et Kenneth, officiers de police, vont tout faire pour rester vivants. Alors que dehors, la situation est de pire en pire, à l'intérieur, il faut aussi faire face aux peurs et aux démons de chacun.",2004-03-19,"Action,Horror",Trailer,https://www.youtube.com/watch?v=_cZyjM_R6-E,7.2,288081
tt0221027,US,https://image.tmdb.org/t/p/w500/sGr4zL7GcfFKsmcifUvq5QeEEyP.jpg,Blow,"A la fin des années soixante, sur la côte Ouest, le commerce des stupéfiants connaît un véritable essor. C'est dans ce contexte que George Jung, un Américain moyen, souhaite mener une vie trépidante et divertissante. George voyage alors en Californie, Etat du soleil et de la nonchalance. La marijuana étant lucrative et facile à revendre, il compte tirer profit de ce commerce florissant. Avec un sens inné des affaires et la complicité de Barbara et Derek Foreal, il met sur pied le premier réseau californien de drogues douces. La soif de richesse le gagne rapidement, mais la réalité le freine aussi vite: il est arrêté et mis en prison. Derrière les barreaux, il fait la connaissance de Diego Delgado, un détenu qui se vante d'être régulièrement en contact avec d'importants trafiquants colombiens. Diego lui prouve qu'il ne mentait pas et le présente à Pablo Escobar, chef du cartel de Medelin.",2001-04-04,"Biography,Crime,Drama",Trailer,https://www.youtube.com/watch?v=QKD2PfX3tE8,7.5,287189
tt18412256,US,https://image.tmdb.org/t/p/w500/xmDypImhT0OOloQIj3JLslUrBw8.jpg,Alien : Romulus,"Quelques années après les événements sur le vaisseau Nostromo, un groupe de jeunes colons de l'espace travaillent en tant que mineurs dans l'espoir de rejoindre une autre planète verdoyante, Yvaga. Un des membres propose d'utiliser une station spatiale abandonnée en orbite autour de leur planète actuelle afin de se rendre sur Yvaga. Cependant, ils se retrouvent face-à-face avec la forme de vie la plus terrifiante de l'univers alors qu'ils fouillent les profondeurs de cette station.",2024-08-13,"Horror,Sci-Fi,Thriller",Featurette,https://www.youtube.com/watch?v=VRvk3FLnrJM,7.1,285778
tt0443272,US,https://image.tmdb.org/t/p/w500/14qv1Uzxwj6XtOJrQXJVX8J6K9G.jpg,Lincoln,"Les derniers mois tumultueux du mandat du 16ème Président des États-Unis. Dans une nation déchirée par la guerre civile et secouée par le vent du changement, Abraham Lincoln met tout en œuvre pour résoudre le conflit, unifier le pays et abolir l'esclavage. Cet homme doté d'une détermination et d'un courage moral exceptionnels va devoir faire des choix qui bouleverseront le destin des générations à venir.",2012-11-09,"Biography,Drama,History",Bloopers,https://www.youtube.com/watch?v=DfdK7DnkS6Q,7.3,284434
tt1051906,"AU, US",https://image.tmdb.org/t/p/w500/5FFtYEXXnQ3jEN4eFywXxb17PFS.jpg,Invisible Man,"Cecilia Kass est en couple avec un brillant et riche scientifique. Ne supportant plus son comportement violent et tyrannique, elle prend la fuite une nuit et se réfugie auprès de sa sœur, leur ami d'enfance et sa fille adolescente. Mais quand l'homme se suicide en laissant à Cecilia une part importante de son immense fortune, celle-ci commence à se demander s'il est réellement mort. Tandis qu'une série de coïncidences inquiétantes menace la vie des êtres qu'elle aime, Cecilia cherche désespérément à prouver qu'elle est traquée par un homme que nul ne peut voir. Peu à peu, elle a le sentiment que sa raison vacille…",2020-02-26,"Drama,Horror,Mystery",Featurette,https://www.youtube.com/watch?v=CiosetuTNJE,7.1,284071
tt3281548,US,https://image.tmdb.org/t/p/w500/A1OAKgItnKEilZkInZxUiKADhmZ.jpg,Les Filles du docteur March,"Aux États-Unis, pendant la guerre de Sécession, 4 sœurs issues de la classe moyenne font face aux difficultés de la vie quotidienne en ce temps de conflit. La raisonnable Mege, l’intrépide Jo, la charitable Beth et l’orgueilleuse May vivent dans l’ombre protectrice et bienveillante de leur mère Marnee et de sa tante March. Mais la rencontre de leur voisin Laurie va transformer les premiers émois du bal des débutantes en véritables histoires d’amour…  Une nouvelle adaptation du classique de Louisa May Alcott.",2019-12-25,"Drama,Romance",Clip,https://www.youtube.com/watch?v=TKr77-qx6vU,7.8,283529
tt0117381,US,https://image.tmdb.org/t/p/w500/3uml28AiPAA6aMLTg0CDzFaji9p.jpg,Peur primale,"Martin Vail, brillant avocat de Chicago, aussi soucieux de sa publicité que de son talent, se porte volontaire pour défendre un jeune homme accusé du meurtre de l'archevêque Rushman, un des plus éminents dignitaires de la ville. Aaron Stampler, le présumé coupable, provincial timide et naïf, bénéficiait de la protection de l'archevêque qu'il considérait comme son père. Vail est vite convaincu de l'innocence de son client. Cependant, après certaines révélations troublantes, il sera amené a manipuler et à piéger la partie adverse.",1996-04-03,"Crime,Drama,Mystery",Clip,https://www.youtube.com/watch?v=eL1F28w0nOI,7.7,282983
tt1385826,US,https://image.tmdb.org/t/p/w500/heVud84dci9LciYNdJAqZUeFqgc.jpg,L'Agence,"Sommes-nous maîtres de notre destin ? Ou sommes-nous manipulés par des forces invisibles ? Dans L'Agence, Matt Damon incarne un homme qui entrevoit l'avenir que le Sort lui réserve et se rend compte qu'il aspire à une autre vie que celle qui lui a été tracée. Pour y parvenir, il va devoir poursuivre la femme dont il est tombé follement amoureux, à travers les rues de New York et ses réseaux souterrains. David Norris (Matt Damon) est un homme politique ambitieux qui s'apprête à siéger au Sénat quand il fait la connaissance d'une éblouissante danseuse étoile, Elise Sellas (Emily Blunt). C'est le coup de foudre, mais David s'aperçoit rapidement que de mystérieux hommes conspirent à le séparer de l'objet de son affection.",2011-03-03,"Crime,Drama,Mystery",Featurette,https://www.youtube.com/watch?v=PT60WDA_TUQ,7.0,282303
tt13833688,US,https://image.tmdb.org/t/p/w500/5jilYAMUKk9U5K9phmbFOEDqfR3.jpg,The Whale,"Charlie, professeur d'anglais reclus souffrant d'obésité, tente de renouer avec sa fille adolescente pour une ultime chance de rédemption.",2022-12-09,Drama,Clip,https://www.youtube.com/watch?v=rAGN6_LxDUk,7.6,281812
tt0497465,US,https://image.tmdb.org/t/p/w500/dtP0Xv5ZOlH2eGuEqrNMof7IfaR.jpg,Vicky Cristina Barcelona,"Vicky et Cristina, deux jeunes américaines, passent l'été en Espagne. Elles font la connaissance d'un artiste flamboyant et de son ex-epouse, une belle femme mais folle. Vicky est fiancée et sur le point de se marier. Cristina est d'esprit libre et sexuellement aventureuse. Quand les deux amies tombent amoureuses, le résultat ne peut que ressembler au chaos…",2008-08-15,"Comedy,Drama,Romance",Trailer,https://www.youtube.com/watch?v=cPylbBqI04I,7.1,280351
tt0358273,US,https://image.tmdb.org/t/p/w500/iQf7NnMBQRzrfqqwbpoooOHGXrG.jpg,Walk the Line,"En retraçant le destin du chanteur country-rock Johnny Cash, Walk the line évoque la naissance d'un nouveau style d'artiste, celle d'un homme qui au-delà de ses colères, des ravages de la dépendance et des tentations du statut de star, a tout dépassé pour devenir une icône.C'est aussi le parcours d'un homme qui, du fond de la période la plus noire de sa vie, a été porté par une histoire d'amour fusionnelle avec June Carter. Leur passion a nourri son art tout au long de sa vie.Cette saga est marquée par les thèmes qui feront la force de la musique de Cash et de son style minimaliste : la mort, l'amour, la trahison, le péché, l'espoir et la foi.",2005-09-13,"Biography,Drama,Music",Trailer,https://www.youtube.com/watch?v=qe6EjVKba9Q,7.8,280111
tt0119282,US,https://image.tmdb.org/t/p/w500/gW9FWgIPQo9swd8L9nWDbxTgFm8.jpg,Hercule,"Alors qu’il a été élevé parmi les mortels, Hercule, fils de Zeus, ne s’est jamais senti comme les autres. Il décide de partir à la recherche de ses origines. Mais pour revenir sur l’Olympe, il doit devenir un héros hors du commun et contrecarrer les plans du dieu des Enfers, Hadès, qui cherche à devenir le maître de tous les dieux.",1997-06-13,"Action,Adventure,Animation",Trailer,https://www.youtube.com/watch?v=V5OFCClypgE,7.3,279009
tt1798684,US,https://image.tmdb.org/t/p/w500/sruN6garsbuJbXLucGxoObzMTxd.jpg,La Rage au ventre,"Champion du monde de boxe, Billy Hope mène une existence fastueuse avec sa superbe femme et sa fille qu’il aime plus que tout. Lorsque sa femme est tuée, son monde s’écroule, jusqu’à perdre sa maison et sa fortune. Pire, la garde de sa fille lui est retirée, la justice estimant son comportement incompatible avec son rôle de père. Au plus bas, il trouve une aide précieuse en la personne de Tick Willis, un ancien boxeur avec lequel il reprend l’entraînement. Billy va devoir se battre pour trouver la voie de la rédemption et regagner ainsi la garde de sa fille.",2015-07-22,"Action,Drama,Sport",Trailer,https://www.youtube.com/watch?v=Wtb-hlNlkJw,7.3,278001
tt1706593,US,https://image.tmdb.org/t/p/w500/dSUl8nTPsadDblGPK6Qm9rXUcdd.jpg,Chronicle,"Après avoir été en contact avec une mystérieuse substance, trois lycéens se découvrent des super-pouvoirs. La chronique de leur vie qu’ils tenaient sur les réseaux sociaux n’a désormais plus rien d’ordinaire… D’abord tentés d’utiliser leurs nouveaux pouvoirs pour jouer des tours à leurs proches, ils vont vite prendre la mesure de ce qui leur est possible. Leurs fabuleuses aptitudes les entraînent chaque jour un peu plus au-delà de tout ce qu’ils auraient pu imaginer. Leur sentiment de puissance et d’immortalité va rapidement les pousser à s’interroger sur les limites qu’ils doivent s’imposer… ou pas !",2012-02-01,"Crime,Drama,Mystery",Trailer,https://www.youtube.com/watch?v=pWK5crMuhHY,7.0,277354
tt0765443,"CA, GB, US",https://image.tmdb.org/t/p/w500/wcqsiJ2Ak4HhLQA90MWiktTjloB.jpg,Les Promesses de l'ombre,"Bouleversée par la mort d'une jeune fille qu'elle aidait à accoucher, Anna tente de retrouver la famille du nouveau-né en s'aidant du journal intime de la disparue, écrit en russe. En remontant la piste de l'ouvrage qu'elle tente de faire décrypter, la sage-femme rencontre Semyon. Elle ignore que ce paisible propriétaire du luxueux restaurant Trans-Siberian est en fait un redoutable chef de gang et que le document qu'elle possède va lui attirer de sérieux problèmes...Pour Nikolai, chauffeur et homme de main de la toute-puissante famille criminelle de l'Est, c'est le début d'une remise en cause. Entre Semyon et son fils Kirill, prêts à tout pour récupérer le journal, et l'innocente Anna, sa loyauté va être mise à rude épreuve. Autour d'un document qui se révèle de plus en plus explosif, plusieurs vies sont en jeu, dont la sienne, alors que se déchaînent les meurtres et les trahisons dans la famille comme dans la ville...",2007-09-14,"Crime,Drama,Thriller",Trailer,https://www.youtube.com/watch?v=ZJwdTWd8o_w,7.6,277228
tt1148204,US,https://image.tmdb.org/t/p/w500/mvY2eNImpHcfF3kAXaVmSf82Ecc.jpg,Esther,"Après avoir perdu l'enfant qu'elle attendait, la fragile Kate voit ressurgir les douloureux souvenirs d'un passé qu'elle préférerait oublier. Hantée par des cauchemars récurrents, et décidée à retrouver une vie de couple équilibrée, elle fait le choix, avec son compagnon John, d'adopter un enfant. A l'orphelinat voisin, Kate et John se sentent étrangement attirés par une fillette, Esther. Mais Kate ne tarde pas à découvrir la face cachée de la « douce » enfant. Autour d'elle, personne n'a rien remarqué, et nul ne semble partager ses doutes et ses inquiétudes...",2009-07-24,"Horror,Mystery,Thriller",Trailer,https://www.youtube.com/watch?v=-vWkWeuGoN0,7.0,277133
tt2582782,US,https://image.tmdb.org/t/p/w500/25mLk5aPUuGHeI7RovZpQFvm0eR.jpg,Comancheria,"Deux frères, l'un ancien détenu, l'autre père de famille divorcé, organisent un braquage de banque. À leurs trousses, deux Texas Rangers déterminés à les faire tomber.",2016-08-11,"Crime,Drama,Thriller",Trailer,https://www.youtube.com/watch?v=lplrFoP20XA,7.6,276906
tt20969586,US,https://image.tmdb.org/t/p/w500/zctISSBEZRgVQPG178HqRJMnc4x.jpg,Thunderbolts*,"Yelena Belova, Bucky Barnes, Red Guardian, Le Fantôme, Taskmaster et John Walker sont les Thunderbolts. Tombés dans un piège redoutable tendu par Valentina Allegra de Fontaine, ces laissés pour compte complètement désabusés doivent participer à une mission à haut risque qui les forcera à se confronter aux recoins les plus sombres de leur passé. Ce groupe dysfonctionnel se déchirera-t-il ou trouvera-t-il sa rédemption en s’unissant avant qu’il ne soit trop tard ?",2025-04-30,"Action,Adventure,Crime",Teaser,https://www.youtube.com/watch?v=SbQ19-ePch8,7.1,275307
tt0824747,US,https://image.tmdb.org/t/p/w500/kKU9uzDCrAKMcaBsK61kNgnlGt3.jpg,L'Échange,"Los Angeles, 1928. Un matin, Christine dit au revoir à son fils Walter et part au travail. Quand elle rentre à la maison, celui-ci a disparu. Une recherche effrénée s'ensuit et, quelques mois plus tard, un garçon de neuf ans affirmant être Walter lui est restitué. Christine le ramène chez elle mais au fond d'elle, elle sait qu'il n'est pas son fils...",2008-10-24,"Biography,Crime,Drama",Trailer,https://www.youtube.com/watch?v=ZyBQmo8ksw4,7.7,274878
tt0985699,US,https://image.tmdb.org/t/p/w500/OxtxltJK6N2aNMb6x4shSdiFwY.jpg,Walkyrie,"S'il a toujours été un fidèle serviteur de son pays, le colonel Stauffenberg s'inquiète de voir Hitler précipiter l'Allemagne et l'Europe dans le chaos. Comprenant que le temps presse, il décide de passer à l'offensive : en 1942, il tente de convaincre plusieurs officiers supérieurs de la nécessité de renverser Hitler. Un an plus tard, tandis qu'il se remet de ses blessures de guerre, il rejoint la Résistance allemande pour mettre au point l'Opération Walkyrie destinée à éliminer le Führer. Alors qu'il n'était au départ qu'un des nombreux conspirateurs, Claus von Stauffenberg se retrouve bientôt en première ligne : c'est lui qui devra assassiner Hitler...",2008-12-25,"Drama,History,Thriller",Trailer,https://www.youtube.com/watch?v=lJwHm-_iojk,7.1,274695
tt0120660,US,https://image.tmdb.org/t/p/w500/f54SeNHQuomrG73jmuq1yRBsm8D.jpg,Ennemi d'état,"Pour améliorer la protection de l'état, une nouvelle loi sur les télécommunications est proposée aux Américains. Cette loi vise à donner plus de pouvoir aux autorités compétentes, comme l'utilisation de caméras de surveillance et l'écoute téléphonique, dans le but de garantir la sécurité de l'état, aux dépens des libertés individuelles. Robert Clayton Dean, avocat et citoyen américain comme les autres, marié et père d'un petit garçon, reste sceptique lorsque sa femme lui répète que les autorités usent déjà de ces pouvoirs; pourtant, il l'apprendra à ses dépens...",1998-11-20,"Action,Thriller",Featurette,https://www.youtube.com/watch?v=TE2zQc8_W-g,7.3,274568
tt3079380,US,https://image.tmdb.org/t/p/w500/p0k6srCt2peVG2PzeYQFrTFqZKb.jpg,Spy,"Susan Cooper est une modeste et discrète analyste au siège de la CIA. Héroïne méconnue, elle assiste à distance l’un des meilleurs espions de l’agence, Bradley Fine, dans ses missions les plus périlleuses. Lorsque Fine disparaît et que la couverture d’un autre agent est compromise, Susan se porte volontaire pour infiltrer le redoutable univers des marchands d’armes et tenter d’éviter une attaque nucléaire…",2015-05-06,"Action,Comedy",Featurette,https://www.youtube.com/watch?v=21wd6QxxsII,7.0,273858
tt0335345,US,https://image.tmdb.org/t/p/w500/nVjopQNIWFGQ4Kk73QxAeIw6xov.jpg,La Passion du Christ,"Les douze dernières heures de la vie du Christ. Rendu au Mont des Oliviers, Jésus prie après avoir partagé un dernier repas avec ses apôtres. Il résiste maintenant aux tentations de Satan. Trahi par Judas, Jésus est arrêté et emmené à Jérusalem, où les chefs des Pharisiens l'accusent de blasphème et lui font un procès qui a pour issue sa condamnation à mort…",2004-02-25,Drama,Clip,https://www.youtube.com/watch?v=ckFjj1Q1P_U,7.3,273856
tt0976051,US,https://image.tmdb.org/t/p/w500/6CnRZkdjSK8livVt3LnMrfYLQZe.jpg,The Reader,"Allemagne de l'Ouest, au lendemain de la Seconde Guerre mondiale. Un adolescent, Michael Berg, fait par hasard la connaissance d'Hanna, une femme de 35 ans dont il devient l'amant. Commence alors une liaison secrète et passionnelle. Pendant plusieurs mois, Michael rejoint Hanna chez elle tous les jours, et l'un de leurs jeux consiste à ce qu'il lui fasse la lecture. Hanna reste pourtant mystérieuse et imprévisible. Un jour, elle disparaît, laissant Michael le coeur brisé. Huit ans plus tard, devenu étudiant en droit, Michael assiste aux procès des crimes de guerre Nazi. Il retrouve Hanna... sur le banc des accusés.",2008-12-10,"Drama,Mystery,Romance",Clip,https://www.youtube.com/watch?v=o3Fdp8OYBDY,7.6,273687
tt0107818,US,https://image.tmdb.org/t/p/w500/nOw0nfcTQ7L1YkvUUrjgNyu7KPK.jpg,Philadelphia,"Andrew Beckett, brillant avocat, est appelé à une carriere fulgurante. Adulé par son milieu, rien ne semble pouvoir ralentir son ascension. Mais, le jour où ses associés apprennent qu'Andrew est atteint du sida, ils n'hésitent pas à pretexter une faute professionnelle pour justifier son renvoi. Andrew décide de ne pas se laisser faire et attaque le cabinet pour licenciement abusif.",1993-12-22,Drama,Clip,https://www.youtube.com/watch?v=eCUzsK1mRzI,7.7,273535
tt0118655,US,https://image.tmdb.org/t/p/w500/sqbYNe6ILOWGLE6CBmTVi11Zbz7.jpg,Austin Powers,"Un agent secret des années soixante est sorti du cryofreeze pour s'opposer à son plus grand ennemi des années quatre-vingt-dix, où ses attitudes sociales sont carrément déplacées.",1997-05-02,"Adventure,Comedy",Clip,https://www.youtube.com/watch?v=cX0SR1_qxjc,7.0,273137
tt2906216,US,https://image.tmdb.org/t/p/w500/mluzig5cwjFTLE2CiV7eg8c8CrX.jpg,Donjons & Dragons : l'Honneur des voleurs,"Un voleur beau gosse, une bande d'aventuriers improbables entreprennent un casse épique pour récupérer une relique perdue. Les choses tournent mal lorsqu'ils s'attirent les foudres des mauvaises personnes.  Donjons & Dragons : L'honneur des voleurs transpose sur grand écran l'univers riche et l'esprit ludique du légendaire jeu de rôle à travers une aventure hilarante et pleine d'action.",2023-03-23,"Action,Adventure,Comedy",Clip,https://www.youtube.com/watch?v=vMrVSPkd4Sc,7.2,272991
tt0399146,US,https://image.tmdb.org/t/p/w500/keHREQ9jRiHp7ja1SM8xmDCo6vI.jpg,A History of Violence,"Père de famille dans une petite ville tranquille, Tom Stall est un jour contraint de tuer deux malfrats qui menaçaient la vie des employés et des clients de son restaurant. Proclamé héros par la presse locale, Tom essaie peu à peu de revenir à une vie normale. Mais un certain Carl Fogarty débarque, convaincu de reconnaître en Tom celui avec qui il a autrefois eu de violents démêlés.",2005-09-23,"Action,Crime,Drama",Clip,https://www.youtube.com/watch?v=XLL6JenaIr8,7.4,272449
tt11866324,US,https://image.tmdb.org/t/p/w500/69BH9YefDbStihTi0FJhTJxmtDo.jpg,Prey,"Lorsque le danger menace son camp, la féroce et très habile guerrière Comanche Naru se met en route pour protéger son peuple. Mais la proie qu'elle traque s'avère être un prédateur extraterrestre très évolué doté d'un arsenal techniquement avancé.",2022-08-02,"Action,Adventure,Horror",Trailer,https://www.youtube.com/watch?v=XzmeT5rEPDg,7.1,272032
